college_code,college_name,college_type,course,category,last_rank,year,allotment_round
ALB,"College of Pharmaceutical Sciences, Alappuzha",G,B.Pharm,SM,902,2021,2
ALB,"College of Pharmaceutical Sciences, Alappuzha",G,B.Pharm,EW,1834,2021,2
ALB,"College of Pharmaceutical Sciences, Alappuzha",G,B.Pharm,EZ,1403,2021,2
ALB,"College of Pharmaceutical Sciences, Alappuzha",G,B.Pharm,MU,944,2021,2
ALB,"College of Pharmaceutical Sciences, Alappuzha",G,B.Pharm,BH,1219,2021,2
ALB,"College of Pharmaceutical Sciences, Alappuzha",G,B.Pharm,LA,2824,2021,2
ALB,"College of Pharmaceutical Sciences, Alappuzha",G,B.Pharm,ST,5045,2021,2
ALB,"College of Pharmaceutical Sciences, Alappuzha",G,B.Pharm,PD,27989,2021,2
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,SM,1043,2021,2
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,EW,2546,2021,2
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,EZ,1426,2021,2
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,MU,1175,2021,2
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,BH,1147,2021,2
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,LA,3089,2021,2
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,DV,3901,2021,2
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,VK,1694,2021,2
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,BX,4251,2021,2
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,KU,10916,2021,2
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,KN,5388,2021,2
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,ST,5961,2021,2
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,SC,15893,2021,2
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,PD,32548,2021,2
KKB,"College of Pharmaceutical Sciences, Kozhikkode",G,B.Pharm,SM,417,2021,2
KKB,"College of Pharmaceutical Sciences, Kozhikkode",G,B.Pharm,EW,1281,2021,2
KKB,"College of Pharmaceutical Sciences, Kozhikkode",G,B.Pharm,EZ,993,2021,2
KKB,"College of Pharmaceutical Sciences, Kozhikkode",G,B.Pharm,MU,430,2021,2
KKB,"College of Pharmaceutical Sciences, Kozhikkode",G,B.Pharm,BH,504,2021,2
KKB,"College of Pharmaceutical Sciences, Kozhikkode",G,B.Pharm,LA,969,2021,2
KKB,"College of Pharmaceutical Sciences, Kozhikkode",G,B.Pharm,ST,3019,2021,2
KKB,"College of Pharmaceutical Sciences, Kozhikkode",G,B.Pharm,PD,2369,2021,2
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,SM,1033,2021,2
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,EW,2249,2021,2
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,EZ,1738,2021,2
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,MU,1180,2021,2
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,BH,1309,2021,2
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,LA,2899,2021,2
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,DV,3578,2021,2
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,VK,1507,2021,2
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,BX,3112,2021,2
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,KU,5721,2021,2
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,KN,1529,2021,2
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,ST,5762,2021,2
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,SC,18663,2021,2
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,CC,5,2021,2
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,PD,29883,2021,2
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,PT,2,2021,2
TVB,"College of Pharmaceutical Sciences, Thiruvananthapuram",G,B.Pharm,SM,862,2021,2
TVB,"College of Pharmaceutical Sciences, Thiruvananthapuram",G,B.Pharm,EW,1543,2021,2
TVB,"College of Pharmaceutical Sciences, Thiruvananthapuram",G,B.Pharm,EZ,1310,2021,2
TVB,"College of Pharmaceutical Sciences, Thiruvananthapuram",G,B.Pharm,MU,1004,2021,2
TVB,"College of Pharmaceutical Sciences, Thiruvananthapuram",G,B.Pharm,BH,1000,2021,2
TVB,"College of Pharmaceutical Sciences, Thiruvananthapuram",G,B.Pharm,LA,2301,2021,2
TVB,"College of Pharmaceutical Sciences, Thiruvananthapuram",G,B.Pharm,DV,2290,2021,2
TVB,"College of Pharmaceutical Sciences, Thiruvananthapuram",G,B.Pharm,VK,894,2021,2
TVB,"College of Pharmaceutical Sciences, Thiruvananthapuram",G,B.Pharm,ST,4276,2021,2
TVB,"College of Pharmaceutical Sciences, Thiruvananthapuram",G,B.Pharm,SC,16747,2021,2
TVB,"College of Pharmaceutical Sciences, Thiruvananthapuram",G,B.Pharm,PD,28913,2021,2
AAB,"Al-Azhar College of Pharmacy, Thodupuzha",S,B.Pharm,SM,10477,2021,2
AAB,"Al-Azhar College of Pharmacy, Thodupuzha",S,B.Pharm,EW,22900,2021,2
AAB,"Al-Azhar College of Pharmacy, Thodupuzha",S,B.Pharm,EZ,14286,2021,2
AAB,"Al-Azhar College of Pharmacy, Thodupuzha",S,B.Pharm,MU,11072,2021,2
AAB,"Al-Azhar College of Pharmacy, Thodupuzha",S,B.Pharm,BH,16009,2021,2
AAB,"Al-Azhar College of Pharmacy, Thodupuzha",S,B.Pharm,LA,11793,2021,2
AAB,"Al-Azhar College of Pharmacy, Thodupuzha",S,B.Pharm,BX,14827,2021,2
AAB,"Al-Azhar College of Pharmacy, Thodupuzha",S,B.Pharm,KU,34581,2021,2
AAB,"Al-Azhar College of Pharmacy, Thodupuzha",S,B.Pharm,ST,21279,2021,2
AAB,"Al-Azhar College of Pharmacy, Thodupuzha",S,B.Pharm,SC,21442,2021,2
AFB,"Al Shifa College of Pharmacy, Poonthavanam, Kizhattur",S,B.Pharm,SM,5807,2021,2
AFB,"Al Shifa College of Pharmacy, Poonthavanam, Kizhattur",S,B.Pharm,EZ,12834,2021,2
AFB,"Al Shifa College of Pharmacy, Poonthavanam, Kizhattur",S,B.Pharm,MU,6124,2021,2
AFB,"Al Shifa College of Pharmacy, Poonthavanam, Kizhattur",S,B.Pharm,BH,7366,2021,2
AFB,"Al Shifa College of Pharmacy, Poonthavanam, Kizhattur",S,B.Pharm,LA,23898,2021,2
AFB,"Al Shifa College of Pharmacy, Poonthavanam, Kizhattur",S,B.Pharm,DV,7927,2021,2
AFB,"Al Shifa College of Pharmacy, Poonthavanam, Kizhattur",S,B.Pharm,VK,15593,2021,2
AFB,"Al Shifa College of Pharmacy, Poonthavanam, Kizhattur",S,B.Pharm,ST,21003,2021,2
AFB,"Al Shifa College of Pharmacy, Poonthavanam, Kizhattur",S,B.Pharm,SC,37599,2021,2
AHB,"Ahalia School of Pharmacy, Kozhipara, Palakkad",S,B.Pharm,SM,6942,2021,2
AHB,"Ahalia School of Pharmacy, Kozhipara, Palakkad",S,B.Pharm,EW,10811,2021,2
AHB,"Ahalia School of Pharmacy, Kozhipara, Palakkad",S,B.Pharm,EZ,9902,2021,2
AHB,"Ahalia School of Pharmacy, Kozhipara, Palakkad",S,B.Pharm,MU,8540,2021,2
AHB,"Ahalia School of Pharmacy, Kozhipara, Palakkad",S,B.Pharm,DV,20206,2021,2
AHB,"Ahalia School of Pharmacy, Kozhipara, Palakkad",S,B.Pharm,VK,17515,2021,2
AHB,"Ahalia School of Pharmacy, Kozhipara, Palakkad",S,B.Pharm,KN,12768,2021,2
AHB,"Ahalia School of Pharmacy, Kozhipara, Palakkad",S,B.Pharm,ST,12164,2021,2
AHB,"Ahalia School of Pharmacy, Kozhipara, Palakkad",S,B.Pharm,SC,29531,2021,2
CAB,"Caritas College of Pharmacy, Thellakom, Kottayam",S,B.Pharm,SM,7010,2021,2
CAB,"Caritas College of Pharmacy, Thellakom, Kottayam",S,B.Pharm,EW,14489,2021,2
CAB,"Caritas College of Pharmacy, Thellakom, Kottayam",S,B.Pharm,EZ,13254,2021,2
CAB,"Caritas College of Pharmacy, Thellakom, Kottayam",S,B.Pharm,MU,7716,2021,2
CAB,"Caritas College of Pharmacy, Thellakom, Kottayam",S,B.Pharm,BH,7444,2021,2
CAB,"Caritas College of Pharmacy, Thellakom, Kottayam",S,B.Pharm,LA,16057,2021,2
CAB,"Caritas College of Pharmacy, Thellakom, Kottayam",S,B.Pharm,ST,15318,2021,2
CCB,Chemists College of Pharmaceutical Scie.&Research,S,B.Pharm,SM,8796,2021,2
CCB,Chemists College of Pharmaceutical Scie.&Research,S,B.Pharm,EW,18412,2021,2
CCB,Chemists College of Pharmaceutical Scie.&Research,S,B.Pharm,EZ,12366,2021,2
CCB,Chemists College of Pharmaceutical Scie.&Research,S,B.Pharm,MU,9603,2021,2
CCB,Chemists College of Pharmaceutical Scie.&Research,S,B.Pharm,DV,18494,2021,2
CCB,Chemists College of Pharmaceutical Scie.&Research,S,B.Pharm,VK,18532,2021,2
CCB,Chemists College of Pharmaceutical Scie.&Research,S,B.Pharm,BX,14601,2021,2
CCB,Chemists College of Pharmaceutical Scie.&Research,S,B.Pharm,ST,18045,2021,2
CCB,Chemists College of Pharmaceutical Scie.&Research,S,B.Pharm,SC,44506,2021,2
CHB,"Cochin College of Engineering & Technology,Valanchery",S,B.Pharm,SM,12206,2021,2
CHB,"Cochin College of Engineering & Technology,Valanchery",S,B.Pharm,EZ,14485,2021,2
CHB,"Cochin College of Engineering & Technology,Valanchery",S,B.Pharm,MU,12318,2021,2
CHB,"Cochin College of Engineering & Technology,Valanchery",S,B.Pharm,DV,23323,2021,2
CHB,"Cochin College of Engineering & Technology,Valanchery",S,B.Pharm,VK,19841,2021,2
CHB,"Cochin College of Engineering & Technology,Valanchery",S,B.Pharm,BX,20776,2021,2
CHB,"Cochin College of Engineering & Technology,Valanchery",S,B.Pharm,KU,40257,2021,2
CHB,"Cochin College of Engineering & Technology,Valanchery",S,B.Pharm,KN,14492,2021,2
CHB,"Cochin College of Engineering & Technology,Valanchery",S,B.Pharm,ST,22597,2021,2
CHB,"Cochin College of Engineering & Technology,Valanchery",S,B.Pharm,SC,56390,2021,2
CRB,"Crescent College of Pharmaceutical Sciences, Madayipara",S,B.Pharm,SM,11640,2021,2
CRB,"Crescent College of Pharmaceutical Sciences, Madayipara",S,B.Pharm,EW,26677,2021,2
CRB,"Crescent College of Pharmaceutical Sciences, Madayipara",S,B.Pharm,EZ,15972,2021,2
CRB,"Crescent College of Pharmaceutical Sciences, Madayipara",S,B.Pharm,MU,12383,2021,2
CRB,"Crescent College of Pharmaceutical Sciences, Madayipara",S,B.Pharm,BH,12696,2021,2
CRB,"Crescent College of Pharmaceutical Sciences, Madayipara",S,B.Pharm,LA,28386,2021,2
CRB,"Crescent College of Pharmaceutical Sciences, Madayipara",S,B.Pharm,DV,24771,2021,2
CRB,"Crescent College of Pharmaceutical Sciences, Madayipara",S,B.Pharm,KU,19555,2021,2
CRB,"Crescent College of Pharmaceutical Sciences, Madayipara",S,B.Pharm,KN,18841,2021,2
CRB,"Crescent College of Pharmaceutical Sciences, Madayipara",S,B.Pharm,ST,22266,2021,2
DAB,"Devaki Amma Memorial College of Pharmacy, Pulliparamba",S,B.Pharm,SM,10258,2021,2
DAB,"Devaki Amma Memorial College of Pharmacy, Pulliparamba",S,B.Pharm,EW,30378,2021,2
DAB,"Devaki Amma Memorial College of Pharmacy, Pulliparamba",S,B.Pharm,EZ,15598,2021,2
DAB,"Devaki Amma Memorial College of Pharmacy, Pulliparamba",S,B.Pharm,MU,11586,2021,2
DAB,"Devaki Amma Memorial College of Pharmacy, Pulliparamba",S,B.Pharm,BH,17506,2021,2
DAB,"Devaki Amma Memorial College of Pharmacy, Pulliparamba",S,B.Pharm,LA,30195,2021,2
DAB,"Devaki Amma Memorial College of Pharmacy, Pulliparamba",S,B.Pharm,VK,20744,2021,2
DAB,"Devaki Amma Memorial College of Pharmacy, Pulliparamba",S,B.Pharm,ST,25112,2021,2
