college_code,college_name,college_type,course,category,last_rank,year,allotment_round
ICE,"Ilahia College of Engineering & Tech., Moovattupuzha.",S,Artificial Intelligence and Data Science,SM,30713,2022,1
ICE,"Ilahia College of Engineering & Tech., Moovattupuzha.",S,Artificial Intelligence and Data Science,EZ,43665,2022,1
ICE,"Ilahia College of Engineering & Tech., Moovattupuzha.",S,Artificial Intelligence and Data Science,MU,30940,2022,1
ICE,"Ilahia College of Engineering & Tech., Moovattupuzha.",S,Artificial Intelligence and Data Science,BH,34733,2022,1
ICE,"Ilahia College of Engineering & Tech., Moovattupuzha.",S,Artificial Intelligence and Data Science,LA,32239,2022,1
ICE,"Ilahia College of Engineering & Tech., Moovattupuzha.",S,Artificial Intelligence and Data Science,DV,38911,2022,1
ICE,"Ilahia College of Engineering & Tech., Moovattupuzha.",S,Artificial Intelligence and Data Science,VK,36579,2022,1
ICE,"Ilahia College of Engineering & Tech., Moovattupuzha.",S,Artificial Intelligence and Data Science,FW,24519,2022,1
JEC,"Jyothi Engineering College, Cheruthuruthy.",S,Artificial Intelligence and Data Science,SM,22433,2022,1
JEC,"Jyothi Engineering College, Cheruthuruthy.",S,Artificial Intelligence and Data Science,EZ,34640,2022,1
JEC,"Jyothi Engineering College, Cheruthuruthy.",S,Artificial Intelligence and Data Science,MU,25095,2022,1
JEC,"Jyothi Engineering College, Cheruthuruthy.",S,Artificial Intelligence and Data Science,BH,22671,2022,1
JEC,"Jyothi Engineering College, Cheruthuruthy.",S,Artificial Intelligence and Data Science,LA,28383,2022,1
JEC,"Jyothi Engineering College, Cheruthuruthy.",S,Artificial Intelligence and Data Science,BX,40662,2022,1
JEC,"Jyothi Engineering College, Cheruthuruthy.",S,Artificial Intelligence and Data Science,KU,35136,2022,1
JEC,"Jyothi Engineering College, Cheruthuruthy.",S,Artificial Intelligence and Data Science,SC,59686,2022,1
JEC,"Jyothi Engineering College, Cheruthuruthy.",S,Artificial Intelligence and Data Science,FW,18788,2022,1
MEA,"M E A Engineering College, Malappuram.",S,Artificial Intelligence and Data Science,SM,26424,2022,1
MEA,"M E A Engineering College, Malappuram.",S,Artificial Intelligence and Data Science,EZ,31399,2022,1
MEA,"M E A Engineering College, Malappuram.",S,Artificial Intelligence and Data Science,MU,26758,2022,1
MEA,"M E A Engineering College, Malappuram.",S,Artificial Intelligence and Data Science,SC,53381,2022,1
MEA,"M E A Engineering College, Malappuram.",S,Artificial Intelligence and Data Science,FW,17695,2022,1
MEA,"M E A Engineering College, Malappuram.",S,Artificial Intelligence and Data Science,MM,31177,2022,1
MES,"M E S College of Engineering, Kuttippuram.",S,Artificial Intelligence and Data Science,SM,20308,2022,1
MES,"M E S College of Engineering, Kuttippuram.",S,Artificial Intelligence and Data Science,EZ,25309,2022,1
MES,"M E S College of Engineering, Kuttippuram.",S,Artificial Intelligence and Data Science,MU,20838,2022,1
MES,"M E S College of Engineering, Kuttippuram.",S,Artificial Intelligence and Data Science,BH,33183,2022,1
MES,"M E S College of Engineering, Kuttippuram.",S,Artificial Intelligence and Data Science,LA,28273,2022,1
MES,"M E S College of Engineering, Kuttippuram.",S,Artificial Intelligence and Data Science,DV,35818,2022,1
MES,"M E S College of Engineering, Kuttippuram.",S,Artificial Intelligence and Data Science,VK,44027,2022,1
MES,"M E S College of Engineering, Kuttippuram.",S,Artificial Intelligence and Data Science,FW,12826,2022,1
MES,"M E S College of Engineering, Kuttippuram.",S,Artificial Intelligence and Data Science,MM,26587,2022,1
MUT,"Muthoot Institute of Tech. & Science, Puthencurz",S,Artificial Intelligence and Data Science,SM,10815,2022,1
MUT,"Muthoot Institute of Tech. & Science, Puthencurz",S,Artificial Intelligence and Data Science,EW,12413,2022,1
MUT,"Muthoot Institute of Tech. & Science, Puthencurz",S,Artificial Intelligence and Data Science,EZ,12989,2022,1
MUT,"Muthoot Institute of Tech. & Science, Puthencurz",S,Artificial Intelligence and Data Science,MU,13134,2022,1
MUT,"Muthoot Institute of Tech. & Science, Puthencurz",S,Artificial Intelligence and Data Science,BH,15890,2022,1
MUT,"Muthoot Institute of Tech. & Science, Puthencurz",S,Artificial Intelligence and Data Science,LA,13028,2022,1
MUT,"Muthoot Institute of Tech. & Science, Puthencurz",S,Artificial Intelligence and Data Science,DV,37165,2022,1
MUT,"Muthoot Institute of Tech. & Science, Puthencurz",S,Artificial Intelligence and Data Science,VK,11072,2022,1
MUT,"Muthoot Institute of Tech. & Science, Puthencurz",S,Artificial Intelligence and Data Science,SC,38547,2022,1
MUT,"Muthoot Institute of Tech. & Science, Puthencurz",S,Artificial Intelligence and Data Science,FW,9257,2022,1
RCE,"Royal College of Engineering & Technology, Thrissur.",S,Artificial Intelligence and Data Science,SM,35797,2022,1
RCE,"Royal College of Engineering & Technology, Thrissur.",S,Artificial Intelligence and Data Science,EZ,37399,2022,1
RCE,"Royal College of Engineering & Technology, Thrissur.",S,Artificial Intelligence and Data Science,MU,37911,2022,1
RCE,"Royal College of Engineering & Technology, Thrissur.",S,Artificial Intelligence and Data Science,BH,51841,2022,1
RCE,"Royal College of Engineering & Technology, Thrissur.",S,Artificial Intelligence and Data Science,LA,49508,2022,1
RCE,"Royal College of Engineering & Technology, Thrissur.",S,Artificial Intelligence and Data Science,FW,23669,2022,1
RCE,"Royal College of Engineering & Technology, Thrissur.",S,Artificial Intelligence and Data Science,MM,48685,2022,1
