college_code,college_name,college_type,course,category,last_rank,year,allotment_round
ALB,"College of Pharmaceutical Sciences, Alappuzha",G,B.Pharm,SM,1484,2021,3
ALB,"College of Pharmaceutical Sciences, Alappuzha",G,B.Pharm,EW,2576,2021,3
ALB,"College of Pharmaceutical Sciences, Alappuzha",G,B.Pharm,EZ,2367,2021,3
ALB,"College of Pharmaceutical Sciences, Alappuzha",G,B.Pharm,MU,1644,2021,3
ALB,"College of Pharmaceutical Sciences, Alappuzha",G,B.Pharm,BH,2605,2021,3
ALB,"College of Pharmaceutical Sciences, Alappuzha",G,B.Pharm,LA,4145,2021,3
ALB,"College of Pharmaceutical Sciences, Alappuzha",G,B.Pharm,SC,7089,2021,3
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,SM,1685,2021,3
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,EW,3906,2021,3
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,EZ,2391,2021,3
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,MU,1881,2021,3
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,BH,1936,2021,3
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,LA,6149,2021,3
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,DV,16692,2021,3
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,VK,2513,2021,3
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,BX,7072,2021,3
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,KU,10916,2021,3
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,KN,9682,2021,3
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,SC,8312,2021,3
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,ST,15893,2021,3
AMB,"College of Pharmaceutical Science, Kannur",G,B.Pharm,PD,46974,2021,3
KKB,"College of Pharmaceutical Sciences, Kozhikkode",G,B.Pharm,SM,653,2021,3
KKB,"College of Pharmaceutical Sciences, Kozhikkode",G,B.Pharm,EW,1996,2021,3
KKB,"College of Pharmaceutical Sciences, Kozhikkode",G,B.Pharm,EZ,1205,2021,3
KKB,"College of Pharmaceutical Sciences, Kozhikkode",G,B.Pharm,MU,761,2021,3
KKB,"College of Pharmaceutical Sciences, Kozhikkode",G,B.Pharm,BH,2591,2021,3
KKB,"College of Pharmaceutical Sciences, Kozhikkode",G,B.Pharm,LA,4935,2021,3
KKB,"College of Pharmaceutical Sciences, Kozhikkode",G,B.Pharm,SC,4041,2021,3
KKB,"College of Pharmaceutical Sciences, Kozhikkode",G,B.Pharm,PD,32548,2021,3
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,SM,1724,2021,3
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,EW,2655,2021,3
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,EZ,2423,2021,3
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,MU,1914,2021,3
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,BH,2757,2021,3
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,LA,4286,2021,3
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,DV,5535,2021,3
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,VK,2647,2021,3
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,BX,3112,2021,3
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,KU,5721,2021,3
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,KN,6546,2021,3
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,SC,8249,2021,3
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,ST,26013,2021,3
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,CC,5,2021,3
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,PD,40067,2021,3
KTB,"College of Pharmaceutical Sciences, Kottayam",G,B.Pharm,PT,2,2021,3
TVB,"College of Pharmaceutical Sciences, Thiruvananthapuram",G,B.Pharm,SM,1587,2021,3
TVB,"College of Pharmaceutical Sciences, Thiruvananthapuram",G,B.Pharm,EW,3117,2021,3
TVB,"College of Pharmaceutical Sciences, Thiruvananthapuram",G,B.Pharm,EZ,2336,2021,3
TVB,"College of Pharmaceutical Sciences, Thiruvananthapuram",G,B.Pharm,MU,1793,2021,3
TVB,"College of Pharmaceutical Sciences, Thiruvananthapuram",G,B.Pharm,BH,2230,2021,3
TVB,"College of Pharmaceutical Sciences, Thiruvananthapuram",G,B.Pharm,LA,4048,2021,3
TVB,"College of Pharmaceutical Sciences, Thiruvananthapuram",G,B.Pharm,DV,4383,2021,3
TVB,"College of Pharmaceutical Sciences, Thiruvananthapuram",G,B.Pharm,VK,1860,2021,3
TVB,"College of Pharmaceutical Sciences, Thiruvananthapuram",G,B.Pharm,SC,5647,2021,3
TVB,"College of Pharmaceutical Sciences, Thiruvananthapuram",G,B.Pharm,ST,33661,2021,3
TVB,"College of Pharmaceutical Sciences, Thiruvananthapuram",G,B.Pharm,PD,28913,2021,3
AAB,"Al-Azhar College of Pharmacy, Thodupuzha",S,B.Pharm,SM,20075,2021,3
AAB,"Al-Azhar College of Pharmacy, Thodupuzha",S,B.Pharm,EW,32295,2021,3
AAB,"Al-Azhar College of Pharmacy, Thodupuzha",S,B.Pharm,EZ,24270,2021,3
AAB,"Al-Azhar College of Pharmacy, Thodupuzha",S,B.Pharm,MU,20482,2021,3
AAB,"Al-Azhar College of Pharmacy, Thodupuzha",S,B.Pharm,BH,25653,2021,3
AAB,"Al-Azhar College of Pharmacy, Thodupuzha",S,B.Pharm,LA,31404,2021,3
AAB,"Al-Azhar College of Pharmacy, Thodupuzha",S,B.Pharm,BX,25790,2021,3
AAB,"Al-Azhar College of Pharmacy, Thodupuzha",S,B.Pharm,KU,40257,2021,3
AAB,"Al-Azhar College of Pharmacy, Thodupuzha",S,B.Pharm,SC,34200,2021,3
AAB,"Al-Azhar College of Pharmacy, Thodupuzha",S,B.Pharm,ST,21442,2021,3
AFB,"Al Shifa College of Pharmacy, Poonthavanam, Kizhattur",S,B.Pharm,SM,11818,2021,3
AFB,"Al Shifa College of Pharmacy, Poonthavanam, Kizhattur",S,B.Pharm,EZ,23378,2021,3
AFB,"Al Shifa College of Pharmacy, Poonthavanam, Kizhattur",S,B.Pharm,MU,15045,2021,3
AFB,"Al Shifa College of Pharmacy, Poonthavanam, Kizhattur",S,B.Pharm,BH,25776,2021,3
AFB,"Al Shifa College of Pharmacy, Poonthavanam, Kizhattur",S,B.Pharm,LA,33392,2021,3
AFB,"Al Shifa College of Pharmacy, Poonthavanam, Kizhattur",S,B.Pharm,DV,34611,2021,3
AFB,"Al Shifa College of Pharmacy, Poonthavanam, Kizhattur",S,B.Pharm,VK,19090,2021,3
AFB,"Al Shifa College of Pharmacy, Poonthavanam, Kizhattur",S,B.Pharm,SC,29597,2021,3
AFB,"Al Shifa College of Pharmacy, Poonthavanam, Kizhattur",S,B.Pharm,ST,55071,2021,3
AHB,"Ahalia School of Pharmacy, Kozhipara, Palakkad",S,B.Pharm,SM,12927,2021,3
AHB,"Ahalia School of Pharmacy, Kozhipara, Palakkad",S,B.Pharm,EW,40158,2021,3
AHB,"Ahalia School of Pharmacy, Kozhipara, Palakkad",S,B.Pharm,EZ,21701,2021,3
AHB,"Ahalia School of Pharmacy, Kozhipara, Palakkad",S,B.Pharm,MU,19010,2021,3
AHB,"Ahalia School of Pharmacy, Kozhipara, Palakkad",S,B.Pharm,DV,31101,2021,3
AHB,"Ahalia School of Pharmacy, Kozhipara, Palakkad",S,B.Pharm,VK,34135,2021,3
AHB,"Ahalia School of Pharmacy, Kozhipara, Palakkad",S,B.Pharm,KN,39900,2021,3
AHB,"Ahalia School of Pharmacy, Kozhipara, Palakkad",S,B.Pharm,SC,33906,2021,3
AHB,"Ahalia School of Pharmacy, Kozhipara, Palakkad",S,B.Pharm,ST,29531,2021,3
CAB,"Caritas College of Pharmacy, Thellakom, Kottayam",S,B.Pharm,SM,16684,2021,3
CAB,"Caritas College of Pharmacy, Thellakom, Kottayam",S,B.Pharm,EW,24406,2021,3
CAB,"Caritas College of Pharmacy, Thellakom, Kottayam",S,B.Pharm,EZ,19230,2021,3
CAB,"Caritas College of Pharmacy, Thellakom, Kottayam",S,B.Pharm,MU,17503,2021,3
CAB,"Caritas College of Pharmacy, Thellakom, Kottayam",S,B.Pharm,BH,24371,2021,3
CAB,"Caritas College of Pharmacy, Thellakom, Kottayam",S,B.Pharm,LA,32759,2021,3
CAB,"Caritas College of Pharmacy, Thellakom, Kottayam",S,B.Pharm,SC,23439,2021,3
CCB,Chemists College of Pharmaceutical Scie.&Research,S,B.Pharm,SM,17999,2021,3
CCB,Chemists College of Pharmaceutical Scie.&Research,S,B.Pharm,EW,40600,2021,3
CCB,Chemists College of Pharmaceutical Scie.&Research,S,B.Pharm,EZ,19212,2021,3
CCB,Chemists College of Pharmaceutical Scie.&Research,S,B.Pharm,MU,21143,2021,3
CCB,Chemists College of Pharmaceutical Scie.&Research,S,B.Pharm,DV,18494,2021,3
CCB,Chemists College of Pharmaceutical Scie.&Research,S,B.Pharm,VK,35819,2021,3
CCB,Chemists College of Pharmaceutical Scie.&Research,S,B.Pharm,BX,20028,2021,3
CCB,Chemists College of Pharmaceutical Scie.&Research,S,B.Pharm,SC,27370,2021,3
CHB,"Cochin College of Engineering & Technology,Valanchery",S,B.Pharm,SM,20310,2021,3
CHB,"Cochin College of Engineering & Technology,Valanchery",S,B.Pharm,EZ,24208,2021,3
CHB,"Cochin College of Engineering & Technology,Valanchery",S,B.Pharm,MU,21472,2021,3
CHB,"Cochin College of Engineering & Technology,Valanchery",S,B.Pharm,DV,34469,2021,3
CHB,"Cochin College of Engineering & Technology,Valanchery",S,B.Pharm,VK,23374,2021,3
CHB,"Cochin College of Engineering & Technology,Valanchery",S,B.Pharm,BX,21334,2021,3
CHB,"Cochin College of Engineering & Technology,Valanchery",S,B.Pharm,SC,42644,2021,3
CHB,"Cochin College of Engineering & Technology,Valanchery",S,B.Pharm,ST,56390,2021,3
CRB,"Crescent College of Pharmaceutical Sciences, Madayipara",S,B.Pharm,SM,17923,2021,3
