college_code,college_name,college_type,course,category,last_rank,year,allotment_round
CEC,"College of Engineering, Cherthala, Alappuzha.",N,Artificial Intelligence and Data Science,SM,23123,2023,1
CEC,"College of Engineering, Cherthala, Alappuzha.",N,Artificial Intelligence and Data Science,EW,39135,2023,1
CEC,"College of Engineering, Cherthala, Alappuzha.",N,Artificial Intelligence and Data Science,EZ,26991,2023,1
CEC,"College of Engineering, Cherthala, Alappuzha.",N,Artificial Intelligence and Data Science,MU,26012,2023,1
CEC,"College of Engineering, Cherthala, Alappuzha.",N,Artificial Intelligence and Data Science,BH,26309,2023,1
CEC,"College of Engineering, Cherthala, Alappuzha.",N,Artificial Intelligence and Data Science,LA,29864,2023,1
CEC,"College of Engineering, Cherthala, Alappuzha.",N,Artificial Intelligence and Data Science,DV,45521,2023,1
CEC,"College of Engineering, Cherthala, Alappuzha.",N,Artificial Intelligence and Data Science,VK,26238,2023,1
CEC,"College of Engineering, Cherthala, Alappuzha.",N,Artificial Intelligence and Data Science,SC,45446,2023,1
CEC,"College of Engineering, Cherthala, Alappuzha.",N,Artificial Intelligence and Data Science,MG,49210,2023,1
KNP,"College of Engineering, Karunagappally.",N,Artificial Intelligence and Data Science,SM,17509,2023,1
KNP,"College of Engineering, Karunagappally.",N,Artificial Intelligence and Data Science,EW,41256,2023,1
KNP,"College of Engineering, Karunagappally.",N,Artificial Intelligence and Data Science,EZ,23537,2023,1
KNP,"College of Engineering, Karunagappally.",N,Artificial Intelligence and Data Science,MU,22816,2023,1
KNP,"College of Engineering, Karunagappally.",N,Artificial Intelligence and Data Science,BH,21324,2023,1
KNP,"College of Engineering, Karunagappally.",N,Artificial Intelligence and Data Science,LA,36740,2023,1
KNP,"College of Engineering, Karunagappally.",N,Artificial Intelligence and Data Science,SC,44723,2023,1
KNP,"College of Engineering, Karunagappally.",N,Artificial Intelligence and Data Science,MG,49613,2023,1
UCE,"University College of Engineering,Thodupuzha.",N,Artificial Intelligence and Data Science,SM,32808,2023,1
UCE,"University College of Engineering,Thodupuzha.",N,Artificial Intelligence and Data Science,EW,44948,2023,1
UCE,"University College of Engineering,Thodupuzha.",N,Artificial Intelligence and Data Science,EZ,39913,2023,1
UCE,"University College of Engineering,Thodupuzha.",N,Artificial Intelligence and Data Science,MU,38843,2023,1
UCE,"University College of Engineering,Thodupuzha.",N,Artificial Intelligence and Data Science,BH,39124,2023,1
UCE,"University College of Engineering,Thodupuzha.",N,Artificial Intelligence and Data Science,LA,44471,2023,1
UCE,"University College of Engineering,Thodupuzha.",N,Artificial Intelligence and Data Science,DV,46506,2023,1
UCE,"University College of Engineering,Thodupuzha.",N,Artificial Intelligence and Data Science,VK,39804,2023,1
UCE,"University College of Engineering,Thodupuzha.",N,Artificial Intelligence and Data Science,BX,44580,2023,1
UCE,"University College of Engineering,Thodupuzha.",N,Artificial Intelligence and Data Science,SC,49227,2023,1
AAP,"Al-Ameen College of Engineering, Pattambi.",S,Artificial Intelligence and Data Science,SM,48269,2023,1
AJC,"Amal Jyothi College of Engineering, Koovapally, Kanjirapally",S,Artificial Intelligence and Data Science,SM,27971,2023,1
AJC,"Amal Jyothi College of Engineering, Koovapally, Kanjirapally",S,Artificial Intelligence and Data Science,EZ,41293,2023,1
AJC,"Amal Jyothi College of Engineering, Koovapally, Kanjirapally",S,Artificial Intelligence and Data Science,MU,39778,2023,1
AJC,"Amal Jyothi College of Engineering, Koovapally, Kanjirapally",S,Artificial Intelligence and Data Science,BX,43363,2023,1
AJC,"Amal Jyothi College of Engineering, Koovapally, Kanjirapally",S,Artificial Intelligence and Data Science,SC,49373,2023,1
EKC,"Eranad Knowledgecity Technical Campus, Cherukulam",S,Artificial Intelligence and Data Science,SM,47434,2023,1
HGW,"Holy Grace Academy of Engineering, Mala, Thrissur.",S,Artificial Intelligence and Data Science,SM,43079,2023,1
ICE,"Ilahia College of Engineering & Tech., Moovattupuzha.",S,Artificial Intelligence and Data Science,SM,37860,2023,1
ICE,"Ilahia College of Engineering & Tech., Moovattupuzha.",S,Artificial Intelligence and Data Science,EZ,45988,2023,1
ICE,"Ilahia College of Engineering & Tech., Moovattupuzha.",S,Artificial Intelligence and Data Science,MU,42601,2023,1
ICE,"Ilahia College of Engineering & Tech., Moovattupuzha.",S,Artificial Intelligence and Data Science,FW,27343,2023,1
JEC,"Jyothi Engineering College, Cheruthuruthy.",S,Artificial Intelligence and Data Science,SM,32431,2023,1
JEC,"Jyothi Engineering College, Cheruthuruthy.",S,Artificial Intelligence and Data Science,EZ,36586,2023,1
JEC,"Jyothi Engineering College, Cheruthuruthy.",S,Artificial Intelligence and Data Science,MU,34977,2023,1
JEC,"Jyothi Engineering College, Cheruthuruthy.",S,Artificial Intelligence and Data Science,BH,34896,2023,1
JEC,"Jyothi Engineering College, Cheruthuruthy.",S,Artificial Intelligence and Data Science,DV,32509,2023,1
JEC,"Jyothi Engineering College, Cheruthuruthy.",S,Artificial Intelligence and Data Science,VK,40515,2023,1
JEC,"Jyothi Engineering College, Cheruthuruthy.",S,Artificial Intelligence and Data Science,SC,44354,2023,1
JEC,"Jyothi Engineering College, Cheruthuruthy.",S,Artificial Intelligence and Data Science,FW,12440,2023,1
KMT,KMCT College of Engineering for Emerging Technology and,S,Artificial Intelligence and Data Science,SM,23438,2023,1
KMT,KMCT College of Engineering for Emerging Technology and,S,Artificial Intelligence and Data Science,EW,47861,2023,1
KMT,KMCT College of Engineering for Emerging Technology and,S,Artificial Intelligence and Data Science,EZ,40311,2023,1
KMT,KMCT College of Engineering for Emerging Technology and,S,Artificial Intelligence and Data Science,MU,23612,2023,1
KMT,KMCT College of Engineering for Emerging Technology and,S,Artificial Intelligence and Data Science,VK,40959,2023,1
MEA,"M E A Engineering College, Malappuram.",S,Artificial Intelligence and Data Science,SM,27315,2023,1
MEA,"M E A Engineering College, Malappuram.",S,Artificial Intelligence and Data Science,MU,27898,2023,1
MEA,"M E A Engineering College, Malappuram.",S,Artificial Intelligence and Data Science,KN,29220,2023,1
MEA,"M E A Engineering College, Malappuram.",S,Artificial Intelligence and Data Science,FW,21078,2023,1
MEE,"College of Engineering & Technology, .Ernakulam.",S,Artificial Intelligence and Data Science,SM,49581,2023,1
MES,"M E S College of Engineering, Kuttippuram.",S,Artificial Intelligence and Data Science,SM,22829,2023,1
MES,"M E S College of Engineering, Kuttippuram.",S,Artificial Intelligence and Data Science,EZ,40806,2023,1
MES,"M E S College of Engineering, Kuttippuram.",S,Artificial Intelligence and Data Science,MU,23512,2023,1
